Restaurant,Address,Latitude,Longitude,Cusines,Photo_reference,Google_map_link
malts,"01-07/08 Marina Square, 6 Raffles Blvd, Singapore 039594",1.2918969,103.8561769,Bar,ATtYBwIM0nw_hG7C1dU1rEBvmVKhtj0tGxcTtvPlRBX_roUqSjrDvZxll2fasoNV7OyMgVC2qdPty10NjoP2QHdfCygOjGBEMpeBSfHabwVScTvlFWsLQoRRc6Is_mYiCBzrgCgwWIQAO-iE9PQBiAye-FlIghlExD1rk4StUq7Ix1v4NgMc,https://www.google.com/maps/search/?api=1&query=malts
Man Fu Yuan,"InterContinental Singapore, 80 Middle Rd, Singapore 188966",1.298505,103.855053,"Chinese, Dim Sum",ATtYBwL5XmP0aM0iLB7Lg7UGPHnvdwNjEKLcekLuro6SBfNTNRypDo-9WIag_DptZ9bnKCBsB3-rilBKKTscpgFdL1IbqhopNXEHzjPeGcQDm7VM7cMRrbyEq6RZc9SJKdXTb5fnzE7Rfzfotj0TotDopwWCMUorkPBWYRxGUbtnuXdZvPg,https://www.google.com/maps/search/?api=1&query=Man+Fu+Yuan
Man Man Japanese Unagi Restaurant (Delivery),"1 Keong Saik Rd., #01-01, Singapore 089109",1.2788714,103.8413437,Japanese,ATtYBwK6uHmOuzucJ4pnMlRLqmyP0heH6tLhYNBaObJ-23WS2VitOnHQyAgA8OJvVHL2zakw6BJ0HArEesuJxBVWQTw4-DrgAyCJMla_pP5Owvo82QXRPxs2_DbiDBxl1PTx331mUNImpx-3xjjzmEtDuSLkkflNNbsWVb43vKZVaMGfe5xj,https://www.google.com/maps/search/?api=1&query=Man+Man+Japanese+Unagi+Restaurant+%28Delivery%29
Manhattan,"151 Chin Swee Rd, Singapore 169876",1.2873008,103.8406134,"American, Bar, Seafood",ATtYBwIjHudtUusNrlHqCx6yyXFTZEey8ETKGXvUbzWBDQs6Mz8ZpIpbt2l38-yfB-JfhrGH14jemCIK9sXnNnGyfy7l4fqYcFN_oDp5c97svaaHSfoWwwBKr94gXlUU6n5y2pvFek-cCXWoleo1_-ZSFqN7dctwojrFfCqKF07bE4xwCUnq,https://www.google.com/maps/search/?api=1&query=Manhattan
Manpei 万平,"33 Mohamed Sultan Rd, Singapore 238977",1.2923785,103.8408052,Japanese,ATtYBwIsiX8fXk7_QXNPdfxf5ZVln1-SLF2JAR9BI8Wckg9pYyk61LBt7RUWxhc8t_75rpZpPiDtSF4hwI5F6LzFT3XMCu8bcVCpCiRfK8COwMrGVDcRQ14UqY3TVOiw72N4hbp-WWYu9KTgIA4WbpTrteDBNisNqY-_nlEEk7HKHhXbtfZv,https://www.google.com/maps/search/?api=1&query=Manpei+%E4%B8%87%E5%B9%B3
Marcy's,"39-40 Duxton Rd, Singapore 089503",1.2787642,103.8435226,"Italian, Seafood, South American",ATtYBwIBWp6RpGOz4XFRAkWff_nOU_0DD2_7d_4IscWhqUdQWpFgD3dOJ36u99BghnxON4wd15Huc609tc4fXVh8ve7h0XBHduaXZ-MxkCFZb5AJdWvcWmjYOha5rbOUTPJIbKZiLUFqfem4U5DSJh4Z7BoU0m380xqzCvLHD9_lIpxXHc3F,https://www.google.com/maps/search/?api=1&query=Marcy%27s
Margarita's Dempsey Hill,"11 Dempsey Rd, Singapore 249673",1.3039682,103.8102191,"Vegetarian Friendly, Mexican",ATtYBwLjV6CIuPe7u3PN7DBdahawEjsVU07u4cK4XEc0DrgUh-gSM6c2cGVaybH41DoC59dazBubu2ClepnEQVdoW3mgun05M_ta56YmnGg6tPz1Pgp_1tFGIZqElmYRBkx612DeWcLqqcB63A4zznaY1sHil5UTrLkiFTSBLEUdbYpRpBNe,https://www.google.com/maps/search/?api=1&query=Margarita%27s+Dempsey+Hill
The Market Grill,"208 Telok Ayer St, Singapore 068642",1.2799359,103.8471314,"American, Bar, Seafood, Steakhouse, Cajun, Burgers",ATtYBwIDZrPBtj-akg6Lj5tN7xJ4gZJsIUMGbjfd-lLW4zee9w2bWqjsW9gl1nwiAUYy_t29oTR_Q4RybrBmXr5ExufiHJjRj3rJeg_T35_t5_2Qxl2yAS0t3uZ8QPkaTnAAZrs1ORjzZqrorZDjvEjZ5xVh9qPUPmaY2OfRpDRaVfKwwB4T,https://www.google.com/maps/search/?api=1&query=The+Market+Grill
The Marmalade Pantry (Downtown),"100 Peck Seah St, #01-01 Oasia Hotel Downtown, Singapore 079333",1.2758848,103.8444575,"American, Local, Cafe",ATtYBwJUHYQb4POY92uCZ5Mk6pua0ktTzEQdioGVRuqEpupGXe6YP9yVVQB78efRw9sh7CAUeiVJfNENWTwtaF_qYete10L6zrWCqTeJrGaHUC-DbFZ_wAQPzKfCsJh_V_BNwruZVaC89KTqg5AGPmkV_Dl4uB9Eb_1Po-rwJ7z0frkMqA8w,https://www.google.com/maps/search/?api=1&query=The+Marmalade+Pantry+%28Downtown%29
The Marmalade Pantry (ION Orchard),"2 Orchard Turn, #04-11A ION Orchard, Singapore 238801",1.3039387,103.8318267,"American, Cafe",ATtYBwILLOTEFPEnp9GavBpl7E-860oZEN3-YKj7t4p-YJyf5iHtRNnnIHDk-JVFQZZws8f8af0yliWRKotoIpLAQGibR-1GGsKwUE7Q-feLImR-rjWa2KMlRoMsi6w4tfIiej8LK-SD106tq6cc0wcV-Lm10g5l1COkDacFvZLLcES6CY3E,https://www.google.com/maps/search/?api=1&query=The+Marmalade+Pantry+%28ION+Orchard%29
The Marmalade Pantry (Novena),"8 Sinaran Dr, #01-02/04 Oasia Hotel, Singapore 307470",1.3200679,103.8445577,"American, Local, Cafe",ATtYBwIx19F7q_DpQzu4XHh_ACqPc_bKuGk1JK6p8JfTDSe1M8GtJOHWqOTNQAIupQtHlzvc7s3bKW1t_kOuLPpITsjhg-lD4uHnojBciSmUcXgXa0N8cXNPHlh-Wh2rYG_oNsAZHF4j0YaWQkNbBpybMOol6ywDLxCJSL2bmpKPdHDpBvTM,https://www.google.com/maps/search/?api=1&query=The+Marmalade+Pantry+%28Novena%29
Marriott Café,"320 Orchard Rd, Singapore 238865",1.3049994,103.8325252,International,ATtYBwJUxW0E8VoM0Em9LUkznlJ7TlEDq8XvSzhbhjtpWIVclPNiw0Cm2CSwr40MhCc_7KoeZjv1LV5Qe0agXh-4EWJU9fm-2sztRzcGThzisig6iDWSGskXGbcqgjDWUNVo3jvXiQ1NPYAwzcnJb-SMggpZOZSpPtc0OJeOyXcFZZUVXPD2,https://www.google.com/maps/search/?api=1&query=Marriott+Caf%C3%A9
MARUKYU,"116 Telok Ayer St, Singapore 068585",1.2820042,103.8482231,Japanese,ATtYBwLXHSvIorcO-0sDV2S87NI4Xrm-p0_oW4YjQMm106BQtonTZIC3G9nPHDpQLusMjIVU7kiPeN9kUUDVJ1xKfNB2-wDIdAIFyViGL9rHaWr1L38w6F5bWr818lMtD1h_dwmFzPpWWy6_b6E7cpCsjB_58nA76a92uuwVQtw82P2cOI-H,https://www.google.com/maps/search/?api=1&query=MARUKYU
Marusaya,"86 Robertson Quay, #01-01 Robertson Blue, Singapore 238245",1.2900394,103.8373405,Japanese,ATtYBwIjpQKAnRMXm5GV9vSi57IUCxxg7RrjjOEaoaoAjLsfT88KywQJHyF-CmLvsWcrJUd7pwH8Q7Ww4b8XLgWKyxPCWclVPrg0rIODgw8KBhmbLdKveeawylu4l9mpXavd19hQG0VOkN5BAfP-70U9iyTFCWDun4smWT3hmbDqjk8xqdlC,https://www.google.com/maps/search/?api=1&query=Marusaya
The Mask,"26 Circular Rd, 23,24,25, Singapore 049379",1.2871995,103.848999,"Bar, Indian, Middle Eastern, Vegetarian Friendly, Mexican",ATtYBwJK-qGpcfVO5co9MLfjeW-iBMDZNBXZw9qIJU7Fln9AOwCFTKEGfVUhjHIRrdlNhAUJMqqTKA6wfldITPThBYUXnKFq9mvtWy8BuXQIxZrnSng0Up239plF71Xz3MHjizjDNUjufB35mO1c2SYgcpC5fmoF-kWYT1vHdX62Li1uCNAk,https://www.google.com/maps/search/?api=1&query=The+Mask
Matsukiya,"290 Orchard Rd, #05-04 Paragon, Singapore 238859",1.303542,103.8352584,Japanese,ATtYBwJv5WYFRVjU0Gy-SzqFsEl0tuyJQV10e1vDgUCHm_Qqia_lHsDbl0lJ1ZJRJFAD_KS4dZaqgx6iHvoa6YuojltKDjTKD62Y3e3_Vk43wSPcVdljbbyzItNqKyMMeOzYvw6WSVvWhIiB5xhsNPG9SrdzLJnCuJshOOCyMktMtvkKPa04,https://www.google.com/maps/search/?api=1&query=Matsukiya
Matsuya Dining,"15 Beach Rd, #01-01 Beach Centre, Singapore 189677",1.2956367,103.8554401,"Japanese, Seafood",ATtYBwIzijpN9bh88EDNjsgaAgFKaegLpqTBMklrOMXrjjm3GfZfPxvz7MLMWx8vF4DD7ZRyJT-olHCgKLZGtmrsqPu7fWDLtwb13CvYKFZ9YUPjNJvDRC33HZPM5geJdTeqHcAJEWm-YA8V9TdzlPxsiN0s7U4hS5hb29SDXQ2H5lk2Mw45,https://www.google.com/maps/search/?api=1&query=Matsuya+Dining
Maxim Grill Turkish Restaurant,"69Bussorah St, Singapore 199482",1.3008978,103.8599665,"Middle Eastern, Seafood, Vegetarian Friendly, Halal Certified, Turkish",ATtYBwI66tI78nHa5QS-_39nRDhe7Fxty_lCuCDYPMCsIuNRxN8dFZ1mFNhAyh_kxpnTkBpyOGoByxoGAq0M_CAL_FzE82MfscJUu_6MkFXRKFYZFUpKhNJM1GIAChe1OTrerzefxEjiMOZguOCiemvOa2Jji00qE2gNpADFzZOe9n0AOAvz,https://www.google.com/maps/search/?api=1&query=Maxim+Grill+Turkish+Restaurant
Maya's Kitchen,"507 Yishun Ave 4, #01-01, Singapore 760507",1.4155504,103.8396956,"Indian, Vegetarian Friendly",ATtYBwK8zHkSXilPKDHwDlLID7MpjjCULbp-g3wKM7BW0YCE5VvjblrufmcYT9DbuFy6ZMfpfm3oaXubytbSMjc14Jga_3yU5RvanyRV80rWkfYfJeBLv-WWPF1GP3dhPXCuwnPZtrxwSLNvVVjpaFkiJpeQjKftiAqYep5s-JhhnBxkGDYy,https://www.google.com/maps/search/?api=1&query=Maya%27s+Kitchen
Mazzo Restaurant & Bar,"56 Club St, Singapore 069431",1.282069,103.8457786,"Bar, Italian",ATtYBwKw7hxemXIzWvyL0NM5BbX3yk-fS9fK10dW2QlKUAd7S_v2Enfxk4S9H0g2OZaokr4xnXW3VVnkx8AZ-cfEtRZ1Zh3n6laNE2EcjsLFPZb7BW6ctf0VT5Ho4rBptElUoDIwPSnCUF399PGXfTk3HGeZtKoTGZp7zr2Jx-cdbeG7-NLR,https://www.google.com/maps/search/?api=1&query=Mazzo+Restaurant+%26+Bar
Meat You Here,"271 Bukit Timah Rd, Singapore 259708",1.316447,103.8354136,"American, Steakhouse, Burgers",ATtYBwJbxpFi5Tu-NxQgx9xOF9zazRGLRWSdABe38zo8-kM3dDNkgHpbWqJ8W95ix6LMGYDFPWoS7XCfJL8skPdJ9dY-f55oD4k5LfvAHQ1QUwI6sIyxrCUx_JMBMDOnzIsHYP_1rWreofvvrAwGYR1YBq0Pdhwj9_5wlhP4QaPL7w39GMaW,https://www.google.com/maps/search/?api=1&query=Meat+You+Here
Meating Place,"7 Fraser St, #01-27 Duo Galleria, Singapore 189365",1.2995117,103.8584473,"Bar, Steakhouse, Modern Asian",ATtYBwJUTuLuCD9-jr_QDdioRcwL5u7r12b1-u7GPive7p1vW0HmTxdYNHsxnTtqMXTC5cu7jQpdVCDacJLhlTjW96ihpocbAEAJWDTp--YqDMYBiRJ-OLMJWKCm4nxYOW_yDANwy5P_7KSfNoJdQJR6v_8HwdN6eIMRJ0ZZ_l_QchsjQVgC,https://www.google.com/maps/search/?api=1&query=Meating+Place
MeatSmith (Little India),"21 Campbell Ln, Singapore 209894",1.3054586,103.8524197,"American, Bar, Steakhouse, BBQ",ATtYBwK9YmLGipGyJv7bYJBovffbIi8CD1S8u8bGBPUpeahd6tiYTjRXh7XCoxhnpfo1xSvvrVbzt85gIh71uLacsU8PbmkkImxbDxcTLedk17KeEoD_dqxkoUnVNDoxjtXtbdT-peHvKNE_d95IAHQXwCi1Vl6oZHtgLDkaaH73t2NTynql,https://www.google.com/maps/search/?api=1&query=MeatSmith+%28Little+India%29
MeatSmith (Telok Ayer),"167-169 Telok Ayer St, Singapore 068620",1.2801857,103.8474632,"American, BBQ",ATtYBwJp6zWN6Qf9gQ9H6lYEtFpZhxWM-3JO0DN86YKy5f6L68QJlmIBK5QO34r6dGPfZ3pot5xbZOD51g81qKRa9Ary0DIuVEWo1jch-RIikWgvWcIg1fO0FnRfsEYeZmwzIDX3kGUKaLK4vy4u5V1ARTJOMXVUpqgJRbtl2Fs_GonCOxre,https://www.google.com/maps/search/?api=1&query=MeatSmith+%28Telok+Ayer%29
The Mediterranean Deli Turk,"34B Lor Mambong, Singapore 277691",1.3118387,103.794617,"Middle Eastern, Seafood, Vegetarian Friendly, Vegetarian",ATtYBwID2I1zb3FvqbfEk8FL5qpIdxmSW61UMzTdQTUciIJqoud8asnOLt0aQnjoHdm30UGbpk7okwQ7ZmpPcfmcrD_VTpyXJuG87_DjZe1D5QUk4ASmhNC83g74YywFlX4ZyUdCzU1l6oclXRtOlp87TV6bX53glPrpcESthnErqaLsUGKO,https://www.google.com/maps/search/?api=1&query=The+Mediterranean+Deli+Turk
MediumRare by Saveur,"2 Tampines Central 5, #01-35 Century Square, Singapore 529509",1.3523888,103.9438567,Steakhouse,ATtYBwLsCYXLvVgu-GIBtPEy10KyV40XrvCsM8M5rgTNHclaQa-s4DN4tnZ-A13CPo_A8AuOgZdv-IkJ08p9XrxKxbzOVBkZc3dSop5Ell5nt4VtHhj3qStURQ2buU8gOiwuaaYkeKg0dc4jkxGqbFU5-fmAVCdirmzz0ZliilHSj8Konho0,https://www.google.com/maps/search/?api=1&query=MediumRare+by+Saveur
MEDZS Bistro & Bar,"24 Raffles Place, #01-01, Singapore 048621",1.2839585,103.8517546,"Bar, Modern European, Steakhouse",ATtYBwLOTFo9_xoSajFX8h2aXuV_7mS26AsRpTP5nBOO6_C27U2pdTjJB7kJKfhA4Wy5kmNucReHNmSY9q6Re5DWKNOpHalfZA6igi2Y-0CgbeKjzAWv-kdOMlsR1ReCrkMwiDe0k_ElK9xxQK2xFFf6Q2fQLfIFTucdWxWP5cny9OFzLvlX,https://www.google.com/maps/search/?api=1&query=MEDZS+Bistro+%26+Bar
Meet & Meat - Street Food,"37 E Coast Rd, Singapore 428755",1.304804,103.902931,"French, Italian, Fusion, Steakhouse, All-Day Breakfast, Cafe, Burgers, BBQ",ATtYBwIIRTQ8_9B2pTXUlw4yHX4Vys4QjQvqt6Ql-wslT2Xx9-vrotfKkvpy5iu1Y9R9ue488O1iqszT0D-nkW-07yBkNgqIKmd5D2nYXB6SpkGsN3XVWO27F3F5B_CpSoaN883iHxL0eAnG26n1yEhK-M0B2_DOCEP5DbocclYnTuOJ5RdD,https://www.google.com/maps/search/?api=1&query=Meet+%26+Meat+-+Street+Food
Melben Seafood Restaurant,"1 Pasir Ris Cl, #01-302/303 Square, Market, Singapore 519599",1.3757479,103.954988,"Chinese, Seafood",ATtYBwL836EWKbqUX1XEEmpA5LXq_fjB3WRlAwRShLqBK7BF1CBav67zK3ZmjBH067Vw_N70VLxEco3ehijdqnZbAf6NBIgPQ2rr5hLqIFkrRmCNB2KFhepHgT3EIrpupSdwpxczBqxrD5ah5JBzkGURtQHN741HVXxt4xd9Ltl6nythVHtJ,https://www.google.com/maps/search/?api=1&query=Melben+Seafood+Restaurant
Meld's Boba Cafe,"44A Prinsep St, Singapore 188674",1.299575,103.849636,"American, All-Day Breakfast, Cafe, Pizza",ATtYBwJHd53n-6KfNHzlpupwCw78qdtzhCrRI9I-P8dPHWvIM6AlnOkZMUOLEBNsMlacXIh0jUYOK4xvqwjj1wnH9ZhfKjfxpjYrMSMMq_RmpjCaiLUqW6_VExBG3GVnHmvK2dO3aKnESzjrkz5F-hx4NVobBCVLeV9JzaXbRtnrQ9jxvibJ,https://www.google.com/maps/search/?api=1&query=Meld%27s+Boba+Cafe
Melt Cafe,"5 Raffles Ave, Singapore 039797",1.2906908,103.858311,"Buffet, International",ATtYBwJWcR-fdeC3-78XwUQkLzTrDDh6t6c0hAwYJUqmIh7re5JIvXGnzX-g2eFzOcDFlFZDTDajNu_cYbjoExAlq1JbKas_mfMkcXWqHbLoRWIfbPbjyjBcQhJ-78xYMfdBhKDXRgmIJx95ITha9UB3w83E9xg5sd_xpXN2B8sw9jgU0sql,https://www.google.com/maps/search/?api=1&query=Melt+Cafe
Meta Restaurant,"1 Keong Saik Rd., Singapore 089109",1.2789177,103.8414072,"Japanese, Korean, Fusion, Modern Asian",ATtYBwKI_cOWqdbuy4fRddypEFIjRh-YDRlV-6b9wpuBRvr7eNaQVMSTIOGg0b8HIPUVzkN_7F_ZKaBQc1jkxjO3sDv6iv0QlkgBZ0M2tHn7T5R97Y1CVYLumgMPnODfmj7U4yrNdEAgRCjAB-hAs1zQJ0j-WMvq_aCCdOKIOJM6mbuomdlj,https://www.google.com/maps/search/?api=1&query=Meta+Restaurant
Metropolitan YMCA Singapore,"60 Stevens Rd, Singapore 257854",1.3164438,103.8265488,"Buffet, Chinese, International, Local, Cafe",ATtYBwKGBVdhR-MDn-Hacymwzn5ONXehkgkzq-WaGK-ZMgTf4fZXRtvoJVetbrat15oXIQA9fm_p5UfBF6i14K7y7prZK7E8FDMsfOc7za3f9qjxtr5QVKjH_wevRwJiVl1TIcTOboMAQMMZ7soRgnW8m6CNoA1GJJZdR4HOeiLYWRKdwIGK,https://www.google.com/maps/search/?api=1&query=Metropolitan+YMCA+Singapore
Mezza9,"10 Scotts Rd, Grand Hyatt, Singapore 228211",1.306262,103.8334,"Bar, Chinese, Japanese, Thai, International, Seafood, Steakhouse, Vegetarian Friendly, Local",ATtYBwKitpsQ8dKZncRZCJVQzgD_XNaO3utPWe8pChivv08GAbqeQeg0xLd4y5b_W9Q_XbzEh84C5BJojIvZOu4UFgFD78DR2UVHh6hJAfWvNbGt00dfymRrDcK9YdD21VF2RVO2EdxDyLRxygGJ4qoVzWY67UWHBQ8D4ySbVqhohIOiSUp8,https://www.google.com/maps/search/?api=1&query=Mezza9
Mikoto Singapore,"60 Robertson Quay, Singapore 238252",1.2903566,103.8394691,Japanese,ATtYBwIy2FUw_lwQdoje9-pPU2PBCvJt9fT8eiOiDw-NhRdUEbUUc2Ztj5GMeiEmlmcyFVr82NJC72oFQqgsNxICDDzuHnOhZLa1jEYLBZlYLKaJ7Y6Qj0Hs5jv1HVvvJ7jPKMfT2qg9YcIMY3vbmUXiVysw4n6bTaPScFX1l9c56DXaq5PN,https://www.google.com/maps/search/?api=1&query=Mikoto+Singapore
Mikuni,"80 Bras Basah Rd, Singapore 189560",1.293396,103.8534619,"Seafood, Vegetarian Friendly, BBQ",ATtYBwJfefRF_R5oDC17UcJFyIJyyeStUDmjONla-EKGjVzACbbsLsrrFKtyp671FZ4uiCKSRRuy1Sh2npvQKwdooWmA2q09It6g8VNzu3_AqEZAvNDlssf6On9jzKqcTFTX9kjqv_YpbMZohfZzXByKhIbFkK1dTNUr5B69B8UMI2MKwDiB,https://www.google.com/maps/search/?api=1&query=Mikuni
Mimi Restaurant,"3A River Valley Road #01-02, Clarke Quay, Level 2, Singapore 179020",1.2901745,103.8450944,"Chinese, Modern Asian",ATtYBwKYma76fRViUf57QqcQ1MS9BSfZHfhGOyqVtNNWOZAqWggtTmUABV4gc2omjSb3hLObYXNm_2kY6dybQqvbcvQAZlisIG0RbAN_I-r3W5EyZUj_jKSbhoxGSnPxphbWXlBhMHUgFrzcuRb5RGa3EaJTiVA1VczYDXJmn4hg1bnJqAJD,https://www.google.com/maps/search/?api=1&query=Mimi+Restaurant
Miraku,"3 Pickering Street, #01-31, Nankin Row, Singapore 048660",1.2841516,103.8476444,Japanese,ATtYBwL0eEp4C8zidVF5iL2kEEVsc8DJpKoXeoOayrFBd0Ur_PjzobVpWKbDqkm-GgLGFKDNUim6ht5NwpUd6BGdLFV9H92Iib2Nhkr68UInirCUVKzByuaoymGstlJQF_c8EAZtcpiI8ZBogZMGgA1hWZnzJAVnXuyoUMELHzma9DReyDwX,https://www.google.com/maps/search/?api=1&query=Miraku
Misaki Japanese Restaurant,"12 Marina Boulevard T3 #02-08, Tower 3, #02-08 Marina Bay Financial Centre, Singapore 018982",1.2793628,103.8547395,Japanese,ATtYBwIugNcCiBKOWJowJH0qG47VMwyWOyXxmK4EGB8J_4HXDt0zmtQbnGl8yepoAxSj2R4HEhVPqAiwUJDAKrDMjeScIpqLKCY_Ke7yfCSGolhUeNdAB7YY1HHUau-J-XGPt9QL5D06TuLczwmllpw-rV7cATOY5VBQexzyoCPD4CQin5xM,https://www.google.com/maps/search/?api=1&query=Misaki+Japanese+Restaurant
Mischief,"8 Raffles Ave, #01-10/12, Singapore 039802",1.289521,103.8559327,"Bar, Burgers, BBQ",ATtYBwKeGZ2hGlotlcCMSGWyDp8NppKEVPT2hzXIolm2UDDilVY4W4eazQNQe_cSPBZorsbFIwcF1NF-WgSz52R65Ty5dX0rsHrFBeC7LNTGfFB9tiXQJDXZSUbxlfuVkYUmHyv37rGEsYHYQYLR8PL0OZEtiwqeXAeIXZ1WUFqYIxNaOTaD,https://www.google.com/maps/search/?api=1&query=Mischief
Miska Cafe (Sentosa),"31 Ocean Way, 01-07, Singapore 098375",1.2472374,103.8422815,"Bar, Italian, All-Day Breakfast, Greek, Vegetarian Friendly, Cafe",ATtYBwIvKti81zIEZjDeLQpELfhv4TAsXJ895BgPmcbTNB1wOfBnMHhJ3gnNNcPNAgDsc65-Oas_JSrDfE3FQHl1o_O_Hmt8mJrxwX1Si6-aGy-T8NnxUhXQL6bbpfZ5lUpiWOl6pDyr6ImyOw_Lw5cH1eZQGv_tSXeRI-hPJvKQcziwMqdB,https://www.google.com/maps/search/?api=1&query=Miska+Cafe+%28Sentosa%29
Mitsu Sushi Bar,"21 Duxton Rd, Singapore 089487",1.2794823,103.8433956,"Japanese, Seafood",ATtYBwL2QSPnAwp4iCz1sDJz5jJLoeIpEHoasbl_ONS1my5WieIEK_ITVIIRmL5Egjg39CALl_eyNMzNjy2qfpoWFfh3z01HSLciDeSuMPwZDFG9D0-ENGyaZ2t0SsMfntlTPIrX2BsYRjA3UxAIJkB_MUOzlfgBGV4iJO9EcYuMer4uY4Y0,https://www.google.com/maps/search/?api=1&query=Mitsu+Sushi+Bar
Mitzo Restaurant & Bar,"270 Orchard Rd, Level 4 Grand Park, Orchard, Singapore 238857",1.3035171,103.836278,"Chinese, Dim Sum",ATtYBwIZYfUjZr0CB7-5V_ET6hBKu5l6jRaKP_OLetXNQCnbqVnBM-mvRi3KIuoJZxKxlKv64sWdjKMFLpRfF962bjCFYU9h8-SU0QPsDBUIGgJk8aPBwcqO8Dld9snTdMXKiPq480RSIrl1hE6J7qmiEWC2ZN8vPiazMFxxMYaFsjlI87pw,https://www.google.com/maps/search/?api=1&query=Mitzo+Restaurant+%26+Bar
Miyu,"74 Duxton Rd, Singapore 089533",1.2782491,103.84312,Japanese,ATtYBwKU46_kzao5JSKzcK8knRX5_6Z1ycTdzKpGJtDy2puHTWk7QJx9u1O6f5w15sVQYJx0KPCjgA4AXYAYcRQZwSLxyZoSeorcWL1B2cqeDUGycDA6-W3UeXuTXo0XYI5uieZ0mAgtp53ctCucSVKHmPEkf-Y9ESIzv-puIci-OEoZO-BC,https://www.google.com/maps/search/?api=1&query=Miyu
Miznon,"6 Stanley St, #01-01, Singapore 068725",1.279986,103.847797,"Middle Eastern, Vegetarian Friendly",ATtYBwIzx0_cxHP89DAdDHgIEmyXVWwz9kRsZeNWjQs4ChAiSIwlaVLc_UHeLNXH8tqzjg78yhfmzvoskCMBZ9R_ovCSzvY5gNztuEP8VR9wWmcp5q_Zynob9fjnF1PjY8UWIOkr8ZxCTvCJbLYl22mXg1wa6KE5Mw0vYQ5qk16D9VV5Xlms,https://www.google.com/maps/search/?api=1&query=Miznon
Mizuki,"391 Orchard Rd, #05 - 32, Singapore 238872",1.3025488,103.8347865,Japanese,ATtYBwLKElizLFxiNtb6isbWujmV0-NXC5wiXxudhW09KLna8D0HFE5MZjvHMK3tp7WKQ88mGq86IEdPTUGoS1CegQ8R3z8QpJwVEBgGzZxkxPuM-c1s_ZhGAK9K5xkmEg7hInWj7E1K8DHfMsdBsOLuk9J_n8Y20Z89EY588ms-LwkZflav,https://www.google.com/maps/search/?api=1&query=Mizuki
Mizume,"41 Hong Kong, #01-01, Singapore 059680",1.287334,103.847609,Japanese,ATtYBwIABUq-adX7wS-9XYFZxAWLhJqibdvT2VJ4YHl2MzhFulIUZT46SYR-OP3lokQwUIQOmesDOh6soFAcL4FEkCm3FGVV4E-P3ukw-5KPGbI08YW8cjdO9TbFSBbAOg8emhrBodOCxWdVAzVOA544NVf6X7u74LImrKahjJqTNw_ai-RC,https://www.google.com/maps/search/?api=1&query=Mizume
Mizuya,"11, #01-04 Cavan Rd, Cavan Suites, Singapore 209848",1.3108446,103.8612361,Japanese,ATtYBwJ4uW7G5Q3I5_1TEjCn5_usCFnim7hSB_PYgDIfNrUiVXoYrxEn5Po_dO2kjm5YDeQ0WK4xGStNOpDnNIfaL9qsBqed0SzEzVskxsDD9s2aI_fMutxfvhUOW-ep7U8etTdgcIpNZhFsuxknxrOKLNcGKM1WKyExFbSiumQ_uDZI2v0,https://www.google.com/maps/search/?api=1&query=Mizuya
MO BAR,"5 Raffles Ave, Singapore 039797",1.29063,103.85844,Bar,ATtYBwK_7QzRow4UVzcAdeMp808TS418TKghBDbr0nASrpH26oDV243_DqknvPwm6UzFf9QQC_WJRZucraBrlP_2EfN6sfmHL8txWV8RKe3mpmWmRzAcdAO4dcswtmOtpLytz00GTk7FnlHiSmm-WKnFH6ulCtWTRwkF-lnbG5ERAs8DK2J7,https://www.google.com/maps/search/?api=1&query=MO+BAR
MoboMoga,〒238275 River Wing UE Square #01-58 238275 207 River Valley Road 邮政编码: 238275,1.2930791,103.8416255,"Bar, Japanese",ATtYBwKRAk6Qkc9g0WDJeAaeWEDSN3952ngZ94CeEJFKujBCKlJm3L1rpQ4IiFAUaN8YJSILbGeurkP5s7Mbp_UZv6eY7SL1x1oOhYG5m1dPQgl2E5dKhCU3CXwacRCQj_PKAj0CmgcCue0WfvjLudZQ3Va7VJcmxI_8oavlFyx1xe9U_JfP,https://www.google.com/maps/search/?api=1&query=MoboMoga
Moghul Mahal Restaurant,"2 Tessensohn Rd, #03-01 Khalsa Association, Singapore 217646",1.3166006,103.8570389,Indian,ATtYBwJkSC8ohro25tI3bEmkSFixKt0BikY-SIblRK98k-FhrhHC7cFxzoFbMsRyZF3rL6xbB-BpvEniVP9Utkl4QJV8Oxl7MOEJObQPu1X63ULzDCEkxJdXPIy168sQCRs2-HZnLWFnqJI576l3ov8dPJtVg30JOP2_M45oLdUNOpqAbhNG,https://www.google.com/maps/search/?api=1&query=Moghul+Mahal+Restaurant
Mona Lounge,"25B Boon Tat St, Level 2, Singapore 069622",1.2812539,103.848566,"Bar, Chinese",ATtYBwKMwvPa8ILGgKVH44t89L7kbGN3AZI4b6-IF5AjCnIWeJqhytMv4ine2FRaBDXFUKGR4wVYbN2wABQ7HJtyUhRswKZEpo6HfyCDJjHlvNoTA27I5zF9qLRJi27PRwRLzenB1w5Q_v9WSzTWWB5f6rAThMnyqZdnxA3gpcqRF3Ilri9J,https://www.google.com/maps/search/?api=1&query=Mona+Lounge
